PGM_SYS_ID,ENF_TYPE_DESC,PENALTY_AMOUNT,SETTLEMENT_ENTERED_DATE
NY0000003552600038,Administrative Order,6500,07/08/2010
OH0000001413100008,Administrative Order,20000,12/27/2005
NY0000002600700364,Administrative Order,9000,11/04/2011
NY0000003134400008,Administrative Order,2500,04/18/2013
NY0000002610700464,Administrative Order,910,08/22/2002
NY0000004272000086,Administrative Order,3000,01/13/2004
NY0000001282001104,Administrative Order,3000,11/14/2003
NY0000001282000553,Administrative Order,100,12/03/2013
NY0000002620400127,Administrative Order,7500,09/04/2002
NY0000002620200674,Administrative Order,7500,11/18/2003
NY0000002620200546,Administrative Order,9000,10/01/2009
NY0000006304800127,Administrative Order,20000,09/17/1999
NY0000006302000024,Administrative Order,10000,05/19/2006
NY0000003372000391,Administrative Order,1500,08/11/2011
NY0000002630100572,Administrative Order,500,02/17/2005
NY0000006405800094,Administrative Order,250,02/11/2000
NY0000001472204200,Administrative Order,250,04/07/2003
NY0000001472601539,Administrative Order,500,11/26/2002
NY0000001472801936,Administrative Order,1000,07/02/2004
PA000677080,Administrative Order,5000,04/06/2006
OH0000000243081155,Administrative Order,26000,04/27/2006
OH0000000857041905,Administrative Order,20000,05/15/2014
OH0000000857041124,Administrative Order,11200,05/09/2011
OH0000000857101741,Administrative Order,29042,01/07/1998
OH0000001677010204,Administrative Order,15000,12/28/2001
OK0000004001100007,Administrative Order,8216,05/20/2001
OK0000004001100009,Administrative Order,7472,06/17/2002
OK0000004001100032,Administrative Order,3937,01/29/2013
OK0000004004995001,Administrative Order,35615,10/25/2011
OK0000004005100004,Administrative Order,8216,05/20/2001
OK0000004005100021,Administrative Order,8216,05/20/2001
OK0000004005100033,Administrative Order,14228,02/11/2004
OK0000004005100036,Administrative Order,8216,05/20/2002
OK0000004010100012,Administrative Order,30000,04/26/2007
OK0000004010500001,Administrative Order,9800,05/22/2006
OK0000004010500002,Administrative Order,12000,10/20/1993
OK0000004013700007,Administrative Order,9100,06/03/2003
OR0000004101900002,Administrative Order,1600,06/13/2005
CASJV00006029S0037,Administrative Order,960,11/02/2015
NY0000002630401377,Administrative Order,35000,03/08/2005
NY0000003551200031,Administrative Order,4000,12/01/2014
LA0000002200700009,Administrative Order,1750,05/19/2014
PA000750980,Administrative Order,3900,01/08/2013
PA000690508,Administrative Order,500,03/22/2013
OH0000000145000307,Administrative Order,30000,05/14/1999
OH0000001677110035,Administrative Order,5545,12/28/2000
OK0000004005100048,Administrative Order,1658,12/29/2005
OK0000004005100072,Civil Judicial Action,50000,09/26/2000
OK0000004005100075,Administrative Order,8216,05/20/2001
OK0000004005100081,Administrative Order,1658,12/29/2005
OK0000004010900013,Administrative Order,5000,09/20/2006
PA000262986,Administrative Order,1500,01/05/2011
PA000515930,Administrative Order,1000,06/19/2008
PA000509921,Administrative Order,2500,06/01/2000
PA000512880,Administrative Order,2000,04/01/1997
PA000545028,Administrative Order,10000,09/24/2007
OH0000000247080229,Administrative Order,97000,06/30/1995
OH0000001677011130,Administrative Order,8000,03/14/2007
OH0000001677000551,Administrative Order,8000,03/14/2007
OK0000004001500009,Administrative Order,4381,01/03/2006
OK0000004005900008,Administrative Order,8216,05/20/2001
OK0000004010900090,Administrative Order,5513,03/03/2011
OK0000004013900028,Administrative Order,5500,10/15/2003
OR0000004103100027,Administrative Order,600,10/02/1998
PA000509784,Administrative Order,3000,11/08/1996
MS0000002816300061,Administrative Order,45000,12/16/2015
LA0000002202700231,Administrative Order,1800,04/14/2014
OH0000000278080443,Administrative Order,9600,11/18/2008
OH0000000679000118,Civil Judicial Action,680000,07/06/2009
OK0000004001700008,Administrative Order,12500,06/28/2002
OK0000004001700019,Administrative Order,2500,03/30/2011
OK0000004001700030,Administrative Order,8216,05/20/2001
OK0000004013900074,Administrative Order,4381,01/03/2006
PA000242176,Administrative Order,6625,07/25/2019
PA000840967,Administrative Order,1940,03/16/2021
PA000244957,Administrative Order,1500,07/20/1993
PA000495683,Administrative Order,2000,08/27/2001
LA0000002202700424,Administrative Order,1250,11/01/2017
LA0000002201900025,Administrative Order,111663,12/18/2019
OH0000000247101010,Administrative Order,41600,12/28/2007
OK0000004001700101,Administrative Order,1400,05/22/2014
OK0000004001900001,Administrative Order,26092,06/20/2006
OK0000004001900001,Administrative Order,14992,05/01/2012
OK0000004006500002,Administrative Order,5775,11/05/2007
OK0000004006900001,Administrative Order,3750,03/31/2008
OK0000004010900926,Administrative Order,8216,05/20/2001
OK0000004014300003,Administrative Order,22050,11/17/2003
OR0000004103500093,Administrative Order,2100,09/30/2004
OR0000004104300035,Administrative Order,17487,10/09/2006
PA000256580,Administrative Order,5000,04/28/2017
CASJV00006019C3844,Administrative Order,372,01/12/2016
OK0000004001900015,Administrative Order,8216,05/02/2001
OK0000004014300008,Administrative Order,2800,06/27/2012
OR0000004104300547,Administrative Order,34000,12/27/2000
PA000492282,Administrative Order,2500,02/17/1995
PA000492282,Administrative Order,5000,10/05/2005
CASJV00006029S8452,Administrative Order,750,01/21/2016
OH0000000448011640,Civil Judicial Action,15000,12/31/2003
OH0000000684020006,Administrative Order,10560,08/30/2005
OK0000004002100090,Administrative Order,4200,08/04/2006
OK0000004007300022,Administrative Order,8216,05/20/2001
OK0000004011100009,Civil Judicial Action,15000,02/12/1998
OK0000004014300038,Administrative Order,207900,12/10/2001
PA0003822,Administrative Order,750,11/15/1994
OH0000001431071861,Administrative Order,26500,10/21/1992
OH0000001667060088,Administrative Order,7000,11/04/2004
OK0000004002500001,Administrative Order,1837,07/20/2012
OK0000004007300030,Administrative Order,1658,12/29/2005
OK0000004011900006,Administrative Order,31500,04/18/2007
OK0000004014300109,Administrative Order,11083,07/19/2013
OK0000004014300142,Administrative Order,3500,10/10/2002
OH0000001431070953,Administrative Order,26625,12/31/2003
OH0000001431223512,Administrative Order,30000,05/18/1994
OH0000000285030295,Civil Judicial Action,58700,09/03/1998
OK0000004002900025,Administrative Order,3937,03/22/2013
OK0000004007900001,Administrative Order,42000,04/24/2012
OK0000004007900025,Administrative Order,12500,03/10/2005
OK0000004011900024,Administrative Order,28000,05/16/2005
OK0000004011900024,Administrative Order,3500,08/23/2007
OK0000004011900034,Administrative Order,1051,07/23/2007
OR0000004105103067,Administrative Order,1200,01/24/2001
OR0000004105103224,Administrative Order,12000,12/21/2005
OR0000004105900016,Administrative Order,280,01/16/2009
OR0000004106100002,Administrative Order,28715,06/07/1999
PA000509860,Administrative Order,2000,05/26/2004
PA000520907,Administrative Order,1500,03/10/2005
PA000512925,Administrative Order,15840,07/17/2006
PA000653336,Administrative Order,900,10/01/2008
PA000493651,Administrative Order,2000,07/26/2010
OH0000000386000027,Administrative Order,7597,04/17/2003
OH0000000386010161,Administrative Order,117000,12/29/2003
OK0000004011900095,Administrative Order,13691,08/18/2004
OK0000004014390200,Administrative Order,3938,08/21/2008
OR0000004106100006,Administrative Order,7008,08/12/2011
OR0000004106500001,Administrative Order,1700,04/26/2011
OR0000004106702778,Administrative Order,4124,10/04/1999
OR0000004107100026,Administrative Order,11341,08/31/2011
PA000549761,Administrative Order,1625,07/21/2004
OK0000004003700503,Administrative Order,10000,07/15/2009
OK0000004008300105,Administrative Order,1750,06/07/2011
OK0000004012100088,Administrative Order,875,02/01/2007
OK0000004012100096,Administrative Order,2625,09/19/2011
OK0000004012100112,Administrative Order,5250,01/31/2012
OK0000004014500019,Civil Judicial Action,15000,07/13/2000
ORLRA0004103903102,Administrative Order,3600,09/11/2003
ORLRA0004103903102,Administrative Order,2400,10/08/2003
TNSHL0004715700053,Administrative Order,90000,09/30/2014
OH0000000250110501,Administrative Order,9924,03/10/2010
OH0000000250050885,Administrative Order,1500,12/29/2006
OH0000000387000371,Administrative Order,16000,11/15/2006
OK0000004008900018,Administrative Order,7000,09/29/2008
OK0000004012300010,Administrative Order,5000,02/05/2002
OK0000004012300016,Administrative Order,39875,01/31/2003
OK0000004012300027,Administrative Order,7116,05/22/2014
OK0000004015100015,Administrative Order,7875,09/16/2010
ORLRA0004103903129,Administrative Order,11400,01/28/2003
ORLRA0004103904402,Administrative Order,1700,04/29/2008
ORLRA0004103905160,Administrative Order,13200,05/14/2003
ORLRA0004103906442,Administrative Order,1200,10/05/2005
OH0000000332010060,Administrative Order,19200,05/14/2009
OH0000000351000051,Civil Judicial Action,229166,09/18/1998
OH0000000388010051,Administrative Order,75202,05/27/2010
OH0000000388010153,Administrative Order,43200,12/31/2007
OK0000004004300021,Administrative Order,8216,05/20/2001
OK0000004009300021,Administrative Order,948,06/17/2002
OK0000004009300047,Administrative Order,1658,12/29/2005
OK0000004015300009,Administrative Order,3675,10/26/2011
OK0000004015300024,Administrative Order,4584,06/30/2003
ORLRA0004103907510,Administrative Order,3400,09/09/2013
ORLRA0004103908263,Administrative Order,1100,01/03/2001
ORLRA0004103908557,Administrative Order,2250,12/07/2009
ORLRA0004103908850,Administrative Order,2600,07/11/2006
ORLRA0004103908866,Administrative Order,6300,09/12/2000
PA000566598,Administrative Order,6500,06/11/2013
NJ0000003403940940,Administrative Order,750,12/14/2016
WAPSC0005303310687,Administrative Order,3000,12/07/2016
OK0000004000700008,Administrative Order,31500,03/12/2009
OK0000004012900035,Administrative Order,1658,12/29/2005
OK0000004012900046,Administrative Order,1312,05/02/2013
ORLRA0004103908866,Administrative Order,7200,04/20/2012
NJ0000003400700318,Administrative Order,9000,07/28/2016
MT0000003011100011,Administrative Order,1500,08/18/2016
PA000569552,Administrative Order,3000,04/16/2008
OH0000000238000181,Civil Judicial Action,32000,11/23/2010
OH0000000819030169,Civil Judicial Action,147160,08/15/2012
OK0000004000700034,Administrative Order,3500,06/22/2009
OK0000004000700040,Administrative Order,25348,01/08/2004
OK0000004000700195,Administrative Order,12500,12/11/2003
OK0000004000700204,Administrative Order,8216,05/20/2001
OK0000004004700041,Administrative Order,1964,07/08/2002
OK0000004004900003,Administrative Order,700,12/22/2009
OK0000004013100015,Civil Judicial Action,5000,05/24/2001
PA000262321,Administrative Order,1000,03/14/2013
WASPC0005306300092,Administrative Order,16000,02/02/2017
CASJV00006029S1135,Administrative Order,2000,10/20/2015
LA0000002211300208,Administrative Order,1250,06/11/2018
LA0000002200500192,Administrative Order,500,06/22/2018
TNKNX0004709300838,Administrative Order,1000,04/22/2016
OH0000000855140350,Administrative Order,17640,11/16/2007
OH0000000857101899,Administrative Order,29000,09/10/1996
OH0000000857040931,Administrative Order,45500,02/10/2005
OH0000001576130297,Civil Judicial Action,288400,08/28/2003
OK0000004004900005,Administrative Order,1658,12/29/2005
OK0000004004900031,Administrative Order,4381,01/03/2006
OK0000004013100045,Administrative Order,3325,07/12/2002
OR0000004100700004,Administrative Order,11200,02/22/2008
PAPAM0004210106512,Administrative Order,2000,03/29/2011
PR0000007202500044,Administrative Order,1500,09/25/2014
RI0000004400700094,Administrative Order,76239,03/19/1998
RI0000004400700108,Administrative Order,22307,09/25/2013
RI0000004400700415,Administrative Order,9774,05/11/1999
RI0000004400700419,Administrative Order,9500,12/21/2010
TX0000004823300004,Administrative Order,3925,11/06/2005
PAACH0004200300016,Administrative Order,7150,12/21/1992
PAACH0004200300017,Administrative Order,4075,04/15/2005
PAPAM0004210101501,Administrative Order,35264,09/03/2008
PAPAM0004210101501,Administrative Order,66200,10/26/2010
PR0000007211300054,Administrative Order,6000,01/11/2007
PR0000007211300054,Administrative Order,12000,09/05/2006
SC00004200074,Administrative Order,3200,07/30/2004
PA000526703,Administrative Order,5527,12/15/2008
PAACH0004200300022,Administrative Order,125,04/15/2003
PAACH0004200300022,Administrative Order,1875,08/28/2003
PAACH0004200300022,Administrative Order,1725,08/10/2007
PAACH0004200300022,Administrative Order,16250,08/20/2013
PAACH0004200300022,Administrative Order,1000,04/30/2013
PAACH0004200300022,Administrative Order,300000,04/08/2014
SC00004600003,Administrative Order,18000,01/29/2001
SC00004600029,Administrative Order,6500,03/02/2007
WAPSC0005306112378,Administrative Order,20000,02/04/2010
PA000495754,Administrative Order,1000,12/27/2011
PAACH0004200300024,Administrative Order,152675,12/10/2004
PAACH0004200300024,Administrative Order,7650,08/15/2008
PAACH0004200300024,Administrative Order,11700,01/20/2010
PAACH0004200300027,Administrative Order,8325,05/09/2013
PAACH0004200300032,Administrative Order,3875,05/01/2002
PAACH0004200300032,Administrative Order,1700,12/04/2002
PAACH0004200300032,Administrative Order,16200,09/30/2005
PAACH0004200300032,Administrative Order,20975,03/02/2008
PAPAM0004210108053,Administrative Order,500,03/17/2006
PAPAM0004210108067,Administrative Order,1000,05/16/2011
RI0000004400702021,Administrative Order,4500,07/03/2014
PA000281083,Administrative Order,25350,04/15/2004
PA000281083,Administrative Order,37100,10/30/2003
PA000513764,Administrative Order,7000,05/25/1999
NH0000003301790265,Administrative Order,1500,11/09/2015
ID0000001602700145,Administrative Order,8500,03/16/2016
PAACH0004200300032,Administrative Order,6300,11/27/2013
PAACH0004200300075,Administrative Order,5150,08/03/2004
PAPAM0004210108905,Administrative Order,66493,08/16/2007
PAPAM0004210108905,Administrative Order,38789,04/07/2014
PR0000007203700001,Administrative Order,1000000,05/03/2006
RI0000004400709035,Administrative Order,6500,01/12/2005
PA000280920,Administrative Order,3085,09/06/2013
TN0000004707300078,Administrative Order,3000,08/29/2013
MN0000002711900002,Administrative Order,475,08/01/2007
VA0000005174000078,Administrative Order,7669,11/07/2016
PAACH0004200300075,Administrative Order,6875,01/14/2006
PA000494064,Administrative Order,4500,04/25/1995
PAACH0004200300144,Administrative Order,300,07/06/2010
RI0000004400900004,Administrative Order,500,10/10/1995
RI0000004400900007,Administrative Order,2500,04/18/2011
RI0000004400900008,Administrative Order,7500,02/15/2007
PA000276779,Administrative Order,14198,03/24/2004
PA000276779,Administrative Order,55263,03/18/2010
PA000246200,Administrative Order,1600,08/18/1994
PA000246200,Administrative Order,500,04/21/1995
PA000263227,Administrative Order,500,03/11/1997
PA000571510,Administrative Order,4650,12/04/2012
PA000490547,Administrative Order,8400,03/23/2000
NJ0000003403941814,Administrative Order,15300,01/12/2017
PAACH0004200300202,Administrative Order,3425,06/10/2005
PAACH0004200300203,Administrative Order,575,05/28/2004
PAPAM0004210109519,Administrative Order,500,05/19/2005
PAPAM0004210109707,Administrative Order,7700,06/22/2010
PA000731579,Administrative Order,2000,08/10/2012
PAACH0004200300255,Administrative Order,1042,11/22/2004
PAPAM0004210109724,Administrative Order,2342,12/11/2012
RI0000004400909003,Administrative Order,1750,12/11/2001
SC00000400001,Administrative Order,24000,07/27/2004
PA000493288,Administrative Order,1400,10/07/2004
CAVCA0000611101267,Administrative Order,1000,12/07/2016
MN0000002703700369,Administrative Order,95000,02/04/2015
PA0001863,Administrative Order,15000,12/15/1994
PAACH0004200300346,Administrative Order,4300,01/23/2009
PAACH0004200300386,Administrative Order,3820,05/25/2004
PAPAM0004210102052,Administrative Order,742,11/20/2008
PAPAM0004210102052,Administrative Order,3426,11/15/2013
PAPAM0004210102054,Administrative Order,3000,07/11/2011
SC00000800027,Administrative Order,1000,07/08/2002
SC00000800030,Administrative Order,6500,08/11/1999
SC00000800041,Administrative Order,3000,08/24/2001
SC00000800041,Administrative Order,6500,07/24/2003
SC00000800061,Administrative Order,4000,05/19/1998
PA000563749,Administrative Order,5500,12/21/2001
OH0000001431074118,CAA 113D1 Action For Penalty,110000,10/17/2016
MI00000000000B2103,Administrative Order,176000,06/05/2017
PA000252187,Administrative Order,62100,12/04/1996
PAACH0004200300407,Administrative Order,850,08/06/2008
PAACH0004200300766,Administrative Order,200,11/01/2011
PAACH0004200300774,Administrative Order,1275,10/29/2004
PR0000007214500025,Administrative Order,10000,07/27/2011
PR0000007215300029,Administrative Order,30000,02/19/2010
SC00099000456,Administrative Order,20000,02/27/2009
RI0000004400100023,Administrative Order,8000,08/03/2010
SC00002000045,Administrative Order,2500,05/17/2002
SC00002000058,Administrative Order,9000,09/25/2002
CASJV00006029S2010,Administrative Order,5681,05/09/2016
NJ00032410,Administrative Order,4000,05/17/2016
PA000294573,Administrative Order,2000,02/23/2000
PAACH0004200301044,Administrative Order,575,12/06/2005
PAACH0004200301049,Administrative Order,2150,09/03/2009
PAACH0004200301063,Administrative Order,775,07/27/2007
PAPAM0004210103321,Administrative Order,1200,05/17/2013
PA000493412,Administrative Order,1000,02/18/1999
PA000493471,Administrative Order,3125,04/25/2008
CASJV00006029S1547,Administrative Order,13000,06/14/2016
IN0000001809700014,Administrative Order,500,10/18/2016
PA000514148,Administrative Order,36000,06/14/2002
PA000514148,Administrative Order,14000,02/12/2008
PAACH0004200301227,Administrative Order,41750,11/16/2005
PAACH0004200301241,Administrative Order,1425,08/05/2009
PAACH0004200301243,Administrative Order,2000,09/07/2007
PAPAM0004210103542,Administrative Order,7500,09/29/1997
SC00099000045,Administrative Order,8000,04/18/2000
CASJV00006029S1547,Administrative Order,1000,03/07/2016
MA0000002504200128,Administrative Order,6000,04/11/2016
PA000516098,Administrative Order,1500,07/17/2001
CASJV00006077N0645,Administrative Order,2250,11/12/2015
CASJV00006029S0040,Administrative Order,900,01/21/2016
PAACH0004200301302,Administrative Order,1025,09/07/2007
PAACH0004200301326,Administrative Order,775,09/07/2007
PAACH0004200301346,Administrative Order,1475,03/07/2008
PAACH0004200301349,Administrative Order,1125,05/27/2008
PAACH0004200301354,Administrative Order,575,07/15/2008
PAACH0004200301362,Administrative Order,850,07/16/2008
PAPAM0004210103811,Administrative Order,2700,11/15/2004
PR0000007202100237,Administrative Order,5000,04/29/2008
SC00003000023,Administrative Order,2000,09/21/2001
CASJV00006077N0758,Administrative Order,3375,11/28/2016
PA000673015,Administrative Order,25000,12/12/2006
PA000254140,Administrative Order,5000,12/10/1993
PAACH0004200300002,Administrative Order,1050,07/27/2011
PAACH0004200301385,Administrative Order,850,08/19/2009
PAACH0004200301388,Administrative Order,575,08/05/2009
PAACH0004200301396,Administrative Order,850,09/03/2009
PAACH0004200301460,Administrative Order,525,04/23/2012
PA000495584,Administrative Order,95000,05/26/2000
CASJV00006029S1131,Administrative Order,1500,09/09/2016
PA000641643,Administrative Order,2500,04/13/2005
PAACH0004200300003,Administrative Order,10300,06/06/2007
PAACH0004200300008,Administrative Order,400,07/29/2010
PAACH0004200300011,Administrative Order,2275,01/30/2009
TX0000004824500006,Administrative Order,30000,04/05/2012
TX0000004824500006,Administrative Order,210970,12/02/2006
TX0000004824500009,Administrative Order,5975,06/29/2007
TX0000004824500009,Administrative Order,16867,07/14/2006
TX0000004824500182,Administrative Order,36050,02/22/2009
TX0000004824500714,Administrative Order,5000,06/03/2002
TX0000004835500177,Administrative Order,10000,08/23/2007
TX0000004835700008,Administrative Order,2250,08/07/1998
TX0000004836100002,Administrative Order,10000,01/07/2002
TX0000004836100002,Administrative Order,3675,07/21/2008
TX0000004846900001,Administrative Order,4725,04/08/2012
TX0000004846900009,Administrative Order,10000,05/19/1999
UT0000004904500030,Administrative Order,28649,11/27/2006
UT0000004904500071,Administrative Order,5600,10/10/2006
SC00009000051,Administrative Order,750,04/08/1998
SC00013400061,Administrative Order,5000,04/11/2003
SC00019000044,Administrative Order,6400,08/27/2004
SC00019000126,Administrative Order,1700,11/29/1997
SC00019000126,Administrative Order,2750,11/02/2004
SC00019000143,Administrative Order,54000,06/03/2004
TN0000004700900008,Administrative Order,8000,08/10/2011
TN0000004714500236,Administrative Order,1000,09/10/2013
TNCHC0004706504070,Administrative Order,5000,08/03/1998
TX0000004803900729,Administrative Order,2430,07/08/2012
TX0000004815300001,Administrative Order,1875,03/23/2009
TX0000004815700085,Administrative Order,3850,03/23/2009
TX0000004815700104,Administrative Order,10500,09/22/2008
TX0000004820101459,Administrative Order,22100,07/06/2001
TX0000004820101473,Administrative Order,2875,05/09/2005
TX0000004824500012,Administrative Order,29362,02/25/2008
TX0000004824500715,Administrative Order,43750,03/07/2003
TX0000004824500715,Administrative Order,8000,04/05/2009
TX0000004824500715,Administrative Order,20206,06/04/2010
TX0000004836100002,Administrative Order,12859,05/18/2009
TX0000004836100002,Administrative Order,9350,02/07/2010
TX0000004836100002,Administrative Order,43500,03/19/2011
TX0000004836100002,Administrative Order,20251,04/27/2013
TX0000004836100002,Administrative Order,20251,04/27/2013
TX0000004836100002,Administrative Order,10535,05/25/2012
UT0000004904900072,Administrative Order,80911,10/29/2001
UT0000004904900072,Administrative Order,50400,08/05/2003
UT0000004904900080,Administrative Order,500,06/04/2001
UT0000004904900093,Administrative Order,2000,08/24/1999
SC00099000461,Administrative Order,6000,11/17/2010
SC00009800008,Administrative Order,67500,11/04/2003
SC00099000197,Administrative Order,7000,03/26/2003
TN0000004700900008,Administrative Order,1500,08/26/2014
TN0000004700900199,Administrative Order,5470,03/27/2007
TN0000004701100022,Administrative Order,896,08/20/2013
TN0000004707300057,Administrative Order,10000,06/06/2005
TN0000004707300057,Administrative Order,3000,05/18/2007
TN0000004707300057,Administrative Order,3000,05/18/2007
TN0000004714700075,Administrative Order,17500,07/27/2005
TN0000004714900057,Administrative Order,4000,04/22/2004
TN0000004714900155,Administrative Order,6000,03/17/2005
TX0000004816100009,Administrative Order,3110,11/18/2011
TX0000004816500017,Administrative Order,134750,01/10/2003
TX0000004816500047,Administrative Order,2516,10/20/2001
TX0000004820100039,Administrative Order,21569,08/17/2012
TX0000004820101487,Administrative Order,12450,01/28/2010
TX0000004825100063,Administrative Order,750,05/09/2010
TX0000004848100021,Administrative Order,1875,01/07/2002
TX0000004848300005,Administrative Order,5500,05/23/2002
TX0000004848500010,Administrative Order,13125,01/30/2004
UT0000004905300011,Administrative Order,3638,10/12/2005
SC00010400003,Administrative Order,20000,12/04/2008
SC00010400006,Administrative Order,3500,03/18/2013
SC00099000207,Administrative Order,28000,05/02/2000
SC00099000207,Administrative Order,35000,06/12/2002
SC00099000399,Administrative Order,7000,02/09/2007
SC00019400014,Administrative Order,4800,04/26/2002
SC00020600018,Administrative Order,9000,11/20/2000
SC00020600025,Administrative Order,20000,03/26/2010
SC00020600035,Administrative Order,22000,07/16/2003
TN0000004701100154,Administrative Order,5750,06/22/1999
TN0000004707900033,Administrative Order,93750,10/02/2006
TN0000004707900099,Administrative Order,3000,11/16/2007
TN0000004714900175,Administrative Order,7350,12/11/2008
TN0000004714900175,Administrative Order,1437,04/09/2013
TX0000004805700015,Administrative Order,17950,12/04/2010
TX0000004806500002,Administrative Order,35000,05/22/2000
TX0000004806500002,Administrative Order,56875,10/24/2002
TX0000004806500011,Administrative Order,7723,05/22/2011
TX0000004816700003,Administrative Order,3562,08/29/2008
TX0000004816700003,Administrative Order,13520,02/18/2012
TX0000004816700003,Administrative Order,13520,02/18/2012
TX0000004816700005,Administrative Order,22500,08/20/2001
TX0000004820100039,Administrative Order,10000,07/31/2011
TX0000004820100040,Administrative Order,12700,08/22/2002
TX0000004820100040,Administrative Order,481105,11/06/2008
TX0000004820100042,Administrative Order,6250,08/31/1999
TX0000004820101559,Administrative Order,12750,03/06/2006
TX0000004820101604,Administrative Order,20000,01/10/2003
TX0000004820101674,Administrative Order,9757,04/07/2013
TX0000004824500020,Administrative Order,33900,05/24/2003
TX0000004824500020,Administrative Order,20000,03/21/2005
TX0000004824500020,Administrative Order,4975,12/15/2005
TX0000004824500020,Administrative Order,10659,11/06/2005
TX0000004827700003,Administrative Order,18125,04/18/2011
TX0000004827700019,Administrative Order,1925,05/09/2003
TX0000004828500002,Administrative Order,1625,02/20/2006
TX0000004828700005,Administrative Order,2516,10/20/2001
TX0000004828700013,Administrative Order,2516,10/20/2001
TX0000004836100020,Administrative Order,5712,12/20/2004
TX0000004836100026,Administrative Order,2425,10/04/2009
TX0000004836100244,Administrative Order,120666,08/31/2007
TX0000004848700002,Administrative Order,10000,03/08/1999
TX0000004848900004,Administrative Order,2500,08/31/2001
TX0000004849300012,Administrative Order,3175,04/18/2011
TX0000004849500006,Administrative Order,22794,11/27/2009
SC00005600007,Administrative Order,6000,11/14/2001
SC00005600016,Administrative Order,6600,09/25/2000
SC00020600038,Administrative Order,8000,11/23/1998
TN0000004702100039,Administrative Order,3000,02/14/2005
TN0000004708500003,Administrative Order,2500,05/14/2004
TN0000004708500006,Administrative Order,319,03/01/2013
TN0000004708500021,Administrative Order,4000,04/27/2011
TN0000004708900006,Administrative Order,4500,07/06/2000
TN0000004715500009,Civil Judicial Action,4000,06/18/2004
TNSHL0004715700300,Administrative Order,7500,01/29/2003
TX0000004806500037,Administrative Order,4120,03/23/2009
TX0000004806700003,Administrative Order,5000,02/18/2007
TX0000004807100004,Administrative Order,9650,04/23/2012
TX0000004807100007,Administrative Order,10950,06/26/2006
TX0000004816700007,Administrative Order,10000,07/03/2008
TX0000004816700007,Administrative Order,233000,10/15/2010
TX0000004816700007,Administrative Order,10000,01/27/2012
TX0000004816700009,Administrative Order,11700,04/13/2003
TX0000004820100055,Administrative Order,50000,04/03/2008
TX0000004820100055,Administrative Order,51857,01/28/2010
TX0000004824500020,Administrative Order,14085,10/25/2007
TX0000004824500020,Administrative Order,97167,10/25/2010
TX0000004824500020,Administrative Order,85125,05/08/2011
TX0000004824500020,Administrative Order,28688,09/30/2013
TX0000004828700018,Administrative Order,2516,10/20/2001
TX0000004829500014,Administrative Order,2516,10/20/2001
TX0000004829700006,Administrative Order,10925,04/20/2000
TX0000004836100244,Administrative Order,15000,01/24/2014
TX0000004836100244,Administrative Order,16800,09/29/2012
TX0000004849700021,Administrative Order,9375,10/25/2010
TX0000004849700678,Administrative Order,1625,07/13/2007
SC00011400004,Administrative Order,19000,03/09/1998
SC00011400004,Administrative Order,4000,01/10/2000
SC00011400004,Administrative Order,3500,05/05/2003
SC00013800025,Administrative Order,32500,09/29/2003
SC00013800025,Administrative Order,32500,09/29/2003
SC00013800033,Administrative Order,7600,02/12/2001
SC00014600002,Administrative Order,4000,08/07/1995
SC00020600160,Administrative Order,2000,03/06/2000
TN0000004702500009,Administrative Order,9500,02/03/2006
TN0000004702500066,Administrative Order,2500,11/09/2004
TN0000004708900006,Administrative Order,9000,11/05/2008
TN0000004708900006,Administrative Order,1000,07/02/2012
TN0000004708900101,Administrative Order,15500,10/02/2013
TN0000004709500034,Administrative Order,1000,07/10/2012
TN0000004715500111,Administrative Order,1000,07/10/2013
TN0000004716300003,Administrative Order,28000,04/25/2008
TX0000004807100010,Administrative Order,1875,08/29/2003
TX0000004807100017,Administrative Order,22150,03/07/2011
TX0000004807100043,Administrative Order,2250,08/02/2002
TX0000004816700009,Administrative Order,950,02/11/2002
TX0000004816700009,Administrative Order,1250,01/27/2001
TX0000004816700094,Administrative Order,17044,06/13/2004
TX0000004820100055,Administrative Order,30000,06/18/2010
TX0000004820100059,Administrative Order,20325,05/25/2001
TX0000004820100060,Administrative Order,7875,07/30/2004
TX0000004820100065,Administrative Order,38000,07/13/2007
TX0000004820300020,Administrative Order,5000,10/24/2002
TX0000004824500020,Administrative Order,35689,08/15/2014
TX0000004824500020,Administrative Order,50438,07/11/2014
TX0000004824500034,Administrative Order,12500,01/31/2000
TX0000004824500034,Administrative Order,3225,03/05/2007
TX0000004824500034,Administrative Order,27170,02/07/2010
TX0000004830900005,Administrative Order,160140,08/23/2009
TX0000004830900053,Administrative Order,1925,03/23/2006
TX0000004836700006,Administrative Order,2925,12/20/2008
TX0000004837100007,Administrative Order,2813,11/16/2013
TX0000004837100014,Administrative Order,938,03/08/2010
TX0000004877700264,Administrative Order,1000,12/02/2000
SC00005600166,Administrative Order,3500,07/20/2001
SC00011400008,Administrative Order,6000,12/31/2009
SC00020600221,Administrative Order,2000,05/29/2002
TN0000004702900074,Administrative Order,2625,11/06/2000
TN0000004702900139,Administrative Order,250,05/01/2014
TN0000004703100089,Administrative Order,250,01/03/2013
TN0000004709900043,Administrative Order,17000,10/29/2003
TN0000004709900057,Administrative Order,500,03/05/2014
