PGM_SYS_ID,PROGRAM_CODE,PROGRAM_DESC,prg_status,AIR_OPERATING_STATUS_DESC,BEGIN_DATE,prg_updated,fac_class,fac_status,STATE,FACILITY_NAME,SIC_CODES,NAICS_CODES,updated,update_year,naics_first
NC0000003708400093,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,"CREATIVE DYEING AND FINISHING, LLC",2221,313210,2018-11-13,2018,313
IL000103020ABU,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/31/2019,01/31/2019,MIN,OPR,IL,OSF HEALTHCARE SAINT KATHERINE MEDICAL CENTER,8062,622110,2019-01-31,2019,622
NC0000003708200109,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,"DUBOSE STRAPPING, INC.",3398 3479,332812,2018-11-13,2018,332
NY0000002630401503,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/04/2022,08/04/2022,SMI,OPR,NY,LAGUARDIA COMMUNITY COLLEGE,8221 8222,221112 611310,2022-08-04,2022,221
KS0000002005100001,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/01/2022,09/01/2022,SMI,OPR,KS,FORT HAYS STATE UNIVERSITY (AIR),8221,611310,2022-09-01,2022,611
CO0000000803101526,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/10/2022,11/10/2022,MIN,OPR,CO,BRITE-LINE LLC - BRITE-LINE LLC,2672,322220,2022-11-10,2022,322
ID0000001603100014,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/16/2018,03/16/2018,SMI,OPR,ID,MCCAIN FOODS USA INC,2037,311411,2018-03-16,2018,311
ID0000001603100017,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/16/2018,03/12/2018,SMI,OPR,ID,TESORO LOGISTICS OPERATIONS LLC BURLEY,5171,486910,2018-03-12,2018,486
ID0000001603100026,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/29/2022,05/04/2022,SMI,OPR,ID,HOLLY ENERGY PARTNERS - OPERATING LP - BURLEY,5171,424710,2022-05-04,2022,424
ID0000001600100108,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/01/2023,02/21/2023,SMI,OPR,ID,DARLING INGREDIENTS,2077,311613,2023-02-21,2023,311
KS0000002017300107,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/01/2026,01/01/2026,SMI,OPR,KS,WESLEY MEDICAL CENTER (AIR),8062,622110,2026-01-01,2026,622
NC0000003704900229,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,"PNEU-MECH SYSTEMS MANUFACTURING, INC.",3444,332322,2018-11-13,2018,332
NY0000009144800012,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/27/2026,04/27/2026,MIN,OPR,NY,ECSD NO 3 SOUTHTOWNS WATER RESOURCE RECOVERY FACILITY,4952,221320,2026-04-27,2026,221
NC0000003707800160,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,KAYSER-ROTH HOSIERY INC - LUMBERTON,2251 2259,315111 315120,2018-11-13,2018,315
MS0000002811300020,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,03/13/2018,03/13/2018,MIN,OPR,MS,CROFT LLC,NA,332321,2018-03-13,2018,332
MS0000002811300020,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/04/2025,06/04/2025,MIN,OPR,MS,CROFT LLC,NA,332321,2025-06-04,2025,332
MS0000002815100014,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/02/2020,09/02/2020,SMI,OPR,MS,"KNU, LLC",NA,337121,2020-09-02,2020,337
NC0000003704900080,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,SMI,OPR,NC,"MAYMEAD MATERIALS, INC. - STATESVILLE PLANT",2951,324121,2018-11-13,2018,324
OK0000004007900017,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/15/2019,04/22/2019,MIN,OPR,OK,OIL AND GAS PRODUCERS INC / NUBBIN RIDGE COMPRESSOR SITE,4922,486210,2019-04-22,2019,486
NC0000003706400158,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,KABA ILCO CORPORATION,3356,331491,2018-11-13,2018,331
IL000031153ABY,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/25/2019,09/25/2019,MIN,OPR,IL,LAGRANGE MEMORIAL HOSPITAL,8062,622110,2019-09-25,2019,622
NC0000003708100189,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,"ULTIMATE TEXTILE, INC.",2254 2299,313310,2018-11-13,2018,313
NC0000003703000008,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,12/02/2019,12/02/2019,MIN,OPR,NC,GENESIS PRODUCTS INC.,2493,321219,2019-12-02,2019,321
NC0000003704300035,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/10/2026,04/10/2026,MIN,OPR,NC,HEIDELBERG MATERIALS SOUTHEAST AGG LLC - ELLIOT PLANT,1442,212321,2026-04-10,2026,212
NY0000001282000457,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,05/23/2018,05/23/2018,SMI,OPR,NY,HOFSTRA UNIVERSITY,8221,611310,2018-05-23,2018,611
NC0000003703500023,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,"TONEY LUMBER COMPANY, INC.",2421,321912,2018-11-13,2018,321
IL000031186AHL,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,12/30/2014,08/01/2024,SMI,OPR,IL,INTERLAKE MECALUX INC,3479,332812,2024-08-01,2024,332
PA0001439,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/16/2018,03/27/2019,MIN,OPR,PA,SCHLOSSER STEEL INC/HATFIELD,3441,332312,2019-03-27,2019,332
NC0000003700000016,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,"GLEN RAVEN, INC.",2221,313210,2018-11-13,2018,313
NY0000008262000129,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,05/05/2024,05/05/2024,SMI,OPR,NY,MONROE COMMUNITY COLLEGE COGEN FACILITY,4931 8221,221112,2024-05-05,2024,221
NY0000008323000008,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,09/05/2024,09/05/2024,SMI,OPR,NY,SENECA FOODS CORP,2033,311421,2024-09-05,2024,311
NC0000003704300079,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,SMI,OPR,NC,"GODWIN MANUFACTURING COMPANY, INC.",3715,336212,2018-11-13,2018,336
NC0000003704700014,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,"PENNSYLVANIA TRANSFORMER TECHNOLOGY, INC.",3612,335311,2018-11-13,2018,335
NC0000003700400039,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,05/30/2025,05/30/2025,MIN,OPR,NC,PERDUE AGRIBUSINESS - ANSONVILLE,2048,311119,2025-05-30,2025,311
NY0000009146400048,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/04/2021,07/04/2021,MIN,OPR,NY,TONAWANDA ENGINE PLANT-GENERAL MOTORS POWERTRAIN,3714,336399,2021-07-04,2021,336
NC0000003704100570,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/17/2023,11/17/2023,MIN,OPR,NC,"CUSTOM FINISHERS, INC.",2499 2517,321999,2023-11-17,2023,321
NC0000003703600026,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/15/2023,02/15/2023,MIN,OPR,NC,DARLING INGREDIENTS INC. - GASTONIA,2077,311613,2023-02-15,2023,311
PA000283721,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/31/2022,02/26/2026,SMI,OPR,PA,NATL FUEL GAS SUPPLY/LAMONT COMP STA,4922,486210,2026-02-26,2026,486
NC0000003704100966,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/19/2020,06/19/2020,MIN,OPR,NC,PARKER HANNIFIN CORPORATION - AEROSPACE FILTRATION DIVISION,3499 3714,332999 336399,2020-06-19,2020,332
NC0000003701800186,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/20/2018,02/20/2018,MIN,OPR,NC,RAMSEY FINISHING - HICKORY,2512,337121,2018-02-20,2018,337
PA000513719,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/25/2024,02/12/2026,MIN,OPR,PA,DIVERSIFIED PROD LLC/HOMER CITY COMP STA,4922,211111 211130,2026-02-12,2026,211
NY0000002610700159,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/05/2023,10/05/2023,SMI,OPR,NY,KINGSBOROUGH COMMUNITY COLLEGE,8221 8222,611310,2023-10-05,2023,611
NY0000002620100004,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/05/2024,02/05/2024,MIN,OPR,NY,NYC-TA 207TH STREET YARD,4111,485111,2024-02-05,2024,485
NY0000005413800014,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,04/03/2019,04/03/2019,MIN,OPR,NY,SARATOGA CO SEWER DIST #1,4952,221320,2019-04-03,2019,221
NY0000005413800014,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/03/2019,04/03/2019,MIN,OPR,NY,SARATOGA CO SEWER DIST #1,4952,221320,2019-04-03,2019,221
AK0000000201600013,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,05/03/2010,08/31/2021,SMI,OPR,AK,CMA TERMINALS ALASKA LLC / DUTCH HARBOR TERMINAL ONE STORAGE FACIL,NA,424710,2021-08-31,2021,424
ND0000003801700113,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/11/2017,06/08/2022,SMI,OPR,ND,KINDRED SCHOOL DISTRICT - EMERGENCY GENERATOR,4911 8211,611110,2022-06-08,2022,611
NC0000003706400250,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,BELT CONCEPTS OF AMERICA INC.,3052,326220,2018-11-13,2018,326
AR0000000503700004,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/06/2020,08/06/2020,MIN,OPR,AR,"MUELLER COPPER TUBE PRODUCTS, INC.",3351,331421,2020-08-06,2020,331
KS0000002002100026,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/10/2021,01/14/2022,MIN,OPR,KS,BAGCRAFT PAPERCON (AIR),2673,322220,2022-01-14,2022,322
NC0000003709100009,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,GREYSTONE CONCRETE PRODUCTS INC,3271,327331,2018-11-13,2018,327
NC0000003709200463,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,"READY MIXED CONCRETE COMPANY, PLANT #3, WESTGATE RD",3273,327320,2018-11-13,2018,327
KS0000002006700074,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/01/2024,02/01/2024,MIN,OPR,KS,ONEOK - TATE UNIT TE-02 STATION (AIR),1311,211111 211120,2024-02-01,2024,211
KS0000002012900011,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/19/2017,02/01/2019,MIN,OPR,KS,DCP OPERATING - SOUTH ELKHART STATION (DEHY)(AIR),1311,211111 211120,2019-02-01,2019,211
OK0000004005100036,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/03/2024,12/18/2024,MIN,OPR,OK,DCP OPERATING CO LP / HUGHES BOOSTER STATION,1311,211130,2024-12-18,2024,211
NC0000003700500064,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/13/2023,01/13/2023,MIN,OPR,NC,"LEVITON MANUFACTURING CO., INC.",3087 3089,326199,2023-01-13,2023,326
OK0000004009300053,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/01/2019,07/02/2019,MIN,OPR,OK,MUSTANG GAS PRODUCTS LLC / BURNHAM STATION,1311,211130,2019-07-02,2019,211
OK0000004013100502,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/25/2018,06/05/2024,MIN,OPR,OK,STARLITE TRAILERS MANUFACTURING INC / STARLITE TRAILERS MFG  INC CLAREMORE,3799,336214,2024-06-05,2024,336
NY0000002630100008,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/25/2025,08/25/2025,SMI,OPR,NY,BOWERY BAY WASTEWATER RESOURCE RECOVERY FACILITY,4952,221320,2025-08-25,2025,221
NY0000007314800002,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,12/08/2025,12/08/2025,SMI,OPR,NY,COOPER-CROUSE-HINDS LLC,NA,335999,2025-12-08,2025,335
IL000037010ACP,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/25/2019,09/25/2019,MIN,OPR,IL,KISHWAUKEE COMMUNITY HOSPITAL,8062,622110,2019-09-25,2019,622
NY0000008464200013,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/03/2020,07/03/2020,MIN,OPR,NY,SIEMENS ENERGY,3563,333912,2020-07-03,2020,333
NC0000003709000165,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/21/2025,02/21/2025,MIN,OPR,NC,"ARCHER DANIELS MIDLAND COMPANY, GOLDEN GRAINS & FEEDS, INC.",5153,424510,2025-02-21,2025,424
ND0000003801700084,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/30/2024,07/23/2025,SMI,OPR,ND,"SANFORD HEALTH SYSTEM, FARGO REGION - FARGO HEALTH SYSTEM - MAIN HEATING PLANT",8062,622110,2025-07-23,2025,622
NY0000008261400795,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,05/05/2024,05/05/2024,SMI,OPR,NY,IOLA POWERHOUSE FACILITY,4931 4961,221330,2024-05-05,2024,221
NC0000003709200603,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/05/2021,08/05/2021,MIN,OPR,NC,CITY OF RALEIGH WILDERS GROVE LANDFILL,4953,562212,2021-08-05,2021,562
KS0000002000100042,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,12/07/2021,11/01/2022,MIN,OPR,KS,ALLEN CO. LANDFILL (AIR),4953,562212,2022-11-01,2022,562
TNKNX0004709300842,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/12/2017,01/23/2018,MIN,OPR,TN,"SCHICK MANUFACTURING, INC.",3421,332211,2018-01-23,2018,332
GA0000001317500057,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/18/2021,03/19/2021,MIN,OPR,GA,EVANS CABINET CORP,2434,337110,2021-03-19,2021,337
NY0000006212800019,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,08/25/2025,08/25/2025,SMI,OPR,NY,REMARMS LLC,3484,332117 332994,2025-08-25,2025,332
NY0000006212800019,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/25/2025,08/25/2025,SMI,OPR,NY,REMARMS LLC,3484,332117 332994,2025-08-25,2025,332
NY0000007033400009,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/28/2025,09/28/2025,SMI,OPR,NY,FRITO LAY,2096,311919,2025-09-28,2025,311
NY0000009562200010,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/25/2025,08/25/2025,SMI,OPR,NY,ATTICA & WYOMING CORRECTIONAL FACILITIES,9223,922140,2025-08-25,2025,922
KYJFC0002111101231,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/21/2022,02/21/2022,SMI,OPR,KY,"FORTH TECHNOLOGIES, INC",2865,325130,2022-02-21,2022,325
MO0000002912100033,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/19/2014,06/14/2018,MIN,OPR,MO,MACON MUNICIPAL UTILITIES - NEMO STATION,4911,221112,2018-06-14,2018,221
NY0000009140900003,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,10/20/2014,01/26/2024,MIN,OPR,NY,TECUMSEH REDEVELOPMENT INC,4789,331111,2024-01-26,2024,331
NC0000003705400023,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,SMI,OPR,NC,CASWELL DEVELOPMENTAL CENTER,9431,923120,2018-11-13,2018,923
NC0000003703600091,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/08/2024,03/08/2024,MIN,OPR,NC,"MANNINGTON MILLS, INC. - PHARR YARNS COMPLEX 46",2269 2299,313111,2024-03-08,2024,313
NY0000002620201666,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/04/2021,07/04/2021,MIN,OPR,NY,1301 AVENUE OF THE AMERICAS,7389,221112 531120,2021-07-04,2021,221
NC0000003706300081,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,"GLENDON PYROPHYLLITE, INC. - MINE SITE",3295,212399,2018-11-13,2018,212
NC0000003707700006,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,"CASCADES TISSUE GROUP - NC, A DIV OF CASCADES HOLDING INC",2679,322230,2018-11-13,2018,322
OK0000004013700040,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/26/2025,12/05/2025,MIN,OPR,OK,ONEOK FIELD SERVICES CO LLC / DUNCAN COMPRESSOR STATION,1311,211130,2025-12-05,2025,211
NC0000003706200072,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,SMI,OPR,NC,S. T. WOOTEN CORPORATION - PLANT NO. 15 ** INACTIVE **,2951,324121,2018-11-13,2018,324
ND0000003808900006,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/28/2015,12/22/2020,MIN,OPR,ND,DICKINSON STATE UNIVERSITY - HEATING PLANT,8221,611310,2020-12-22,2020,611
OH0000000857040017,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,03/01/2022,03/01/2022,MIN,OPR,OH,DELPHI AUTOMOTIVE SYSTEMS LLC - DAYTON PLANT 3,NA,336322,2022-03-01,2022,336
OH0000000857040017,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/01/2022,03/01/2022,MIN,OPR,OH,DELPHI AUTOMOTIVE SYSTEMS LLC - DAYTON PLANT 3,NA,336322,2022-03-01,2022,336
OK0000004010300010,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/01/2019,07/02/2019,MIN,OPR,OK,MUSTANG GAS PRODUCTS LLC / SOUTH BILLINGS COMPRESSOR STATION,1311,211130,2019-07-02,2019,211
OH0000000627010000,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/18/2018,02/18/2022,MIN,OPR,OH,HOLZER MEDICAL CENTER,NA,622110,2022-02-18,2022,622
AR0000000504100144,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/09/2020,10/12/2020,MIN,OPR,AR,"SCHELL & KAMPETER, INC. - DIAMOND PET FOODS",NA,311119,2020-10-12,2020,311
ID0000001602700092,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/26/2023,09/26/2023,SMI,OPR,ID,NOVAE LLC,3715,336212,2023-09-26,2023,336
KS0000002009300021,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/17/2008,01/29/2021,MIN,OPR,KS,SCOUT ENERGY - ULYSSES NORTH A STATION (AIR),1311,211111 211120,2021-01-29,2021,211
NY0000002610400339,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/05/2023,07/05/2023,SMI,OPR,NY,KINGSBORO PSYCHIATRIC CTR,8063,622210,2023-07-05,2023,622
WANCA0005305700050,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,12/14/2018,03/25/2019,SMI,OPR,WA,"NORDIC TUGS, INC.",3731,336612,2019-03-25,2019,336
MS0000002803300041,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/17/2018,07/17/2018,SMI,OPR,MS,J T SHANNON LUMBER COMPANY INC,NA,321912,2018-07-17,2018,321
OK0000004000700081,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/24/2018,04/26/2018,MIN,OPR,OK,RESOURCE OIL AND GAS LLC / KILE 1 7H PRODUCTION FACILITY,1311,211120,2018-04-26,2018,211
OK0000004001300031,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/11/2024,03/13/2024,MIN,OPR,OK,XTO ENERGY INC / NEILL 1 15H10 PRODUCTION SITE,1311,211120,2024-03-13,2024,211
OK0000004001300032,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/30/2024,05/03/2024,MIN,OPR,OK,XTO ENERGY INC / MURPHY 1 34H35  DURWARD 1 34H PRODUCTI,1311,211120,2024-05-03,2024,211
OK0000004001700208,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/29/2020,08/10/2020,MIN,OPR,OK,COTERRA ENERGY OPERATING CO / KNOEPFEL 5 16H AND 6 16H,1311,211130,2020-08-10,2020,211
CO0000000812309675,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/10/2022,11/10/2022,MIN,OPR,CO,BAYSWATER E&P - DRAKE PC MM14-15D,1321,211112 211130,2022-11-10,2022,211
OK0000004001900144,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/03/2024,07/03/2024,MIN,OPR,OK,XTO ENERGY INC / LUMBERMAN 1 1H2R  MITCHELL 1 1H PRODUC,1311,211120,2024-07-03,2024,211
OK0000004001900165,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/24/2024,10/25/2024,MIN,OPR,OK,XTO ENERGY INC / BECKHAM 1 22H 15 PRODUCTION SITE,1311,211120,2024-10-25,2024,211
OK0000004001900168,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/14/2018,09/17/2018,MIN,OPR,OK,XTO ENERGY INC / NANCY 1 22H 23 PRODUCTION SITE,1311,211120,2018-09-17,2018,211
OK0000004001900172,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,05/04/2023,05/09/2023,MIN,OPR,OK,XTO ENERGY INC / OTEY 1 AND 2 34H27 PRODUCTION SITE,1311,211120,2023-05-09,2023,211
OK0000004001900177,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/18/2024,07/03/2024,MIN,OPR,OK,XTO ENERGY INC / POWERS 1 28H21 PRODUCTION SITE,1311,211120,2024-07-03,2024,211
OK0000004001900180,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,12/18/2024,12/18/2024,MIN,OPR,OK,XTO ENERGY INC / MELTON 1 2 3 4 5 19H18 PRODUCTION SITE,1311,211120,2024-12-18,2024,211
OK0000004004500223,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/01/2019,03/05/2019,MIN,OPR,OK,LATIGO OIL AND GAS INC / CANNON MARY UNIT 2 20,1311,211120,2019-03-05,2019,211
AR0000000577701401,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/14/2022,06/14/2022,SMI,OPR,AR,"WHITE RIVER MATERIALS, INC.",1422,212319,2022-06-14,2022,212
OK0000004004900025,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/08/2018,03/09/2018,MIN,OPR,OK,FW MIDCON I LLC / 3R 1 34H,1311,211120,2018-03-09,2018,211
OK0000004004900038,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/01/2018,10/02/2018,MIN,OPR,OK,FW MIDCON I LLC / MASHBURN 1H 33,1311,211120,2018-10-02,2018,211
OK0000004006900029,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/07/2024,02/21/2024,MIN,OPR,OK,XTO ENERGY INC / VELIN 1 22H15 PRODUCTION SITE,1311,211120,2024-02-21,2024,211
OK0000004006900035,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/26/2024,07/03/2024,MIN,OPR,OK,XTO ENERGY INC / WOODRUFF 1H 15 PRODUCTION SITE,1311,211120,2024-07-03,2024,211
OK0000004006900038,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/28/2025,01/31/2025,MIN,OPR,OK,XTO ENERGY INC / CHANDLER 2 3 4 5 8H PRODUCTION SITE,1311,211120,2025-01-31,2025,211
OK0000004007300084,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/07/2022,09/13/2022,MIN,OPR,OK,FW MIDCON I LLC / KRETCHMAR 1H 2W,1311,211120,2022-09-13,2022,211
OK0000004008100071,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/06/2021,10/15/2021,SMI,OPR,OK,SERVICE KING MANUFACTURING INC / SERVICE KING MFG,3533,333132,2021-10-15,2021,333
OK0000004009500068,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/21/2024,07/03/2024,MIN,OPR,OK,XTO ENERGY INC / BROWN 2 31H PRODUCTION SITE,1311,211120,2024-07-03,2024,211
OK0000004009500073,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/18/2023,09/21/2023,MIN,OPR,OK,XTO ENERGY INC / JOHNSON 1 6H7  GALILEO 2 3 4 6H1  LUNA,1311,211120,2023-09-21,2023,211
OK0000004009500077,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/30/2024,05/03/2024,MIN,OPR,OK,XTO ENERGY INC / MERCER 1 2 3 4 31H30 PRODUCTION SITE,1311,211120,2024-05-03,2024,211
OK0000004009500078,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/25/2023,02/01/2023,MIN,OPR,OK,XTO ENERGY INC / OPTIMO 2 3 4 5 26H23,1311,211120,2023-02-01,2023,211
NY0000002620201816,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/07/2023,04/07/2023,SMI,OPR,NY,HLT NY HILTON LLC,7011,221119 721110,2023-04-07,2023,221
